name,time,1_max_book,1_max_book_name,1_min_book,1_min_book_name,1_mean_book,1_ex,1_deduction,1_max_book_NR,1_min_book_NR,1_mean_book_NR,1_ex_NR,6_max_book,6_max_book_name,6_min_book,6_min_book_name,6_mean_book,6_ex,6_deduction,6_max_book_NR,6_min_book_NR,6_mean_book_NR,6_ex_NR,10_max_book,10_max_book_name,10_min_book,10_min_book_name,10_mean_book,10_ex,10_deduction,10_max_book_NR,10_min_book_NR,10_mean_book_NR,10_ex_NR,WIN_LOSE,BSP,PPWAP,MORNINGWAP,PPMAX,PPMIN,IPMAX,IPMIN,MORNINGTRADEDVOL,PPTRADEDVOL,IPTRADEDVOL,age,weight,jockey,trainer,ratings,form,distance_behind,isp,position,race_surface,race_runners,race_going,race_distance,race_class,race_ages,non_runners,predicted_position_1,fave_1,predicted_position_6,fave_6,predicted_position_10,fave_10,predicted_position_BSP,fave_BSP,predicted_position_isp,fave_isp,change_book_NR_1_6,change_book_NR_1_10,change_book_NR_6_10,change_book_NR_rank_1_6,change_book_NR_rank_1_10,change_book_NR_rank_6_10,change_book_NR_1_isp,change_book_NR_1_BSP,change_book_NR_6_isp,change_book_NR_6_BSP,change_book_NR_10_isp,change_book_NR_10_BSP,change_book_NR_rank_1_isp,change_book_NR_rank_1_BSP,change_book_NR_rank_6_isp,change_book_NR_rank_6_BSP,change_book_NR_rank_10_isp,change_book_NR_rank_10_BSP,change_ex_NR_1_6,change_ex_NR_1_10,change_ex_NR_6_10,change_ex_NR_rank_1_6,change_ex_NR_rank_1_10,change_ex_NR_rank_6_10,change_ex_NR_1_isp,change_ex_NR_1_BSP,change_ex_NR_6_isp,change_ex_NR_6_BSP,change_ex_NR_10_isp,change_ex_NR_10_BSP,change_ex_NR_rank_1_isp,change_ex_NR_rank_1_BSP,change_ex_NR_rank_6_isp,change_ex_NR_rank_6_BSP,change_ex_NR_rank_10_isp,change_ex_NR_rank_10_BSP,1_diff_book_ex,6_diff_book_ex,10_diff_book_ex,isp_bsp_change,any_fave,all_fave,bookr_1,exr_1,bookr_6,exr_6,bookr_10,exr_10,bspr,bsp_ncr,ispr,predicted_position_morningwap,predicted_position_ppwap,wap_change,wap_change_rank,morning_tradedvol_rank,morning_tradedvol_race_average,morning_tradedvol_compared_race_average,total_tradedvol_rank,total_tradedvol_race_average,total_tradedvol_compared_race_average,tradedvol_change,tradedvol_change_rank,nearly_won,total_distance_behind,racetype,race_location,horse_min_age,horse_min_weight,horse_min_rating,horse_max_age,horse_max_weight,horse_max_rating,horse_mean_age,horse_mean_weight,horse_mean_rating,date
Pogo,13:50,3.75,spr,3.5,888_sports,3.7142857142857144,3.75,[0],3.75,3.5,3.7142857142857144,3.75,4.0,william_hill,3.5,888_sports,3.7857142857142856,3.95,[0],4.0,3.5,3.7857142857142856,3.95,3.75,william_hill,3.5,spr,3.5714285714285716,3.7,[0],3.75,3.5,3.5714285714285716,3.7,0,3.9848347,4.2276,4.0084,4.7,3.65,1000.0,3.2,20850.04,130335.28,17193.82,7,133,K Shoemark,C Hills,112.0,217000,0.1,4.0,3,Turf,6,Good,1540,1,3+,None,2.0,0,2.0,0,2.0,0,3.0,0,3.0,0,0.019230769230769162,-0.038461538461538436,-0.05660377358490554,6.0,2.0,2.0,0.07692307692307687,0.0728401115384616,0.05660377358490565,0.05259784528301892,0.11999999999999988,0.11575371599999995,4.0,3.0,4.0,3.0,3.0,3.0,0.053333333333333455,-0.013333333333333308,-0.06329113924050633,6.0,3.0,1.0,0.06666666666666665,0.06262258666666676,0.012658227848101111,0.008818911392405093,0.08108108108108092,0.07698235135135123,3.0,3.0,3.0,3.0,4.0,3.0,-0.00952380952380949,-0.041591320072332794,-0.03474903474903479,-0.003791325000000012,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,0.054685161161560636,4.0,1.0,8884.058333333332,1.3469048961294905,2.0,76795.80500000001,0.6971666616425205,5.251080573466526,6.0,,2.1,Grp 3,Jul,4.0,133.0,107.0,7.0,136.0,116.0,5.0,134.0,111.0,2023-07-01
Aldaary,13:50,2.62,spr,2.5,betfair_sportsbook,2.5685714285714285,3.1,[0],2.62,2.5,2.5685714285714285,3.1,2.62,william_hill,2.5,spr,2.5342857142857147,3.0,[0],2.62,2.5,2.5342857142857147,3.0,3.12,bet_victor,2.88,betfair_sportsbook,2.9828571428571427,3.4,[0],3.12,2.88,2.9828571428571427,3.4,0,3.90496457,3.2657,3.2587,3.9,2.9,1000.0,3.7,12750.63,154655.91,18187.37,5,133,Jim Crowley,W J Haggas,116.0,557111,1.5,3.5,4,Turf,6,Good,1540,1,3+,None,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,-0.013348164627363546,0.16129032258064502,0.17700112739571572,1.0,6.0,6.0,0.3626251390433817,0.520286540044494,0.3810597519729422,0.5408541144306649,0.17337164750957856,0.30913563170498093,6.0,6.0,6.0,6.0,4.0,4.0,-0.032258064516129115,0.09677419354838701,0.1333333333333333,4.0,5.0,4.0,0.12903225806451601,0.25966599032258064,0.16666666666666674,0.3016548566666668,0.02941176470588247,0.1485189911764706,4.0,4.0,4.0,4.0,3.0,4.0,-0.17142857142857149,-0.15523809523809506,-0.12268907563025211,0.11570416285714291,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0021480958664497063,3.0,2.0,8884.058333333332,0.4352258305372827,1.0,76795.80500000001,1.01385882991916,11.129275965187604,1.0,,3.6,Grp 3,Jul,4.0,133.0,107.0,7.0,136.0,116.0,5.0,134.0,111.0,2023-07-01
Berkshire Shadow,13:50,5.0,spr,5.0,spr,5.0,5.4,[0],5.0,5.0,5.0,5.4,5.0,spr,5.0,spr,5.0,5.1,[0],5.0,5.0,5.0,5.1,5.0,spr,5.0,spr,5.0,5.3,[0],5.0,5.0,5.0,5.3,0,3.97671263,4.5783,5.1733,5.4,3.95,1000.0,3.55,8876.59,86271.23,12196.63,4,133,James Doyle,A M Balding,113.0,641135,5.5,3.75,6,Turf,6,Good,1540,1,3+,None,3.0,0,3.0,0,3.0,0,2.0,0,2.0,0,0.0,0.0,0.0,2.0,3.0,3.0,-0.25,-0.204657474,-0.25,-0.204657474,-0.25,-0.204657474,1.0,1.0,1.0,1.0,1.0,1.0,-0.05555555555555569,-0.0185185185185186,0.03921568627450989,3.0,2.0,3.0,-0.3055555555555556,-0.2635717351851852,-0.2647058823529411,-0.22025242549019597,-0.2924528301886792,-0.24967686226415087,1.0,1.0,1.0,1.0,1.0,1.0,-0.07407407407407418,-0.019607843137254832,-0.05660377358490565,0.060456701333333474,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,3.0,-0.1150136276651268,1.0,3.0,8884.058333333332,-0.0008406443376571815,3.0,76795.80500000001,0.12338466925374347,8.718960772098294,2.0,,9.6,Grp 3,Jul,4.0,133.0,107.0,7.0,136.0,116.0,5.0,134.0,111.0,2023-07-01
Riverview Law,13:57,8.5,bet_victor,8.0,spr,8.285714285714286,7.2,"[0.1, 0.1]",7.075,6.67,6.901428571428572,6.022,8.5,bet_victor,8.0,spr,8.214285714285714,8.0,[0.1],7.75,7.3,7.492857142857142,7.3,8.0,william_hill,7.5,spr,7.642857142857143,7.4,[0.1],7.3,6.8500000000000005,6.978571428571429,6.760000000000001,0,10.798,8.199,7.5856,11.66,7.26,1000.0,6.0,871.1,28943.17,3275.19,2,128,S H James,Grant Tuer,,2,3.0,9.5,7,Turf,7,Good (Good to Soft in places),1115,4,2,"['Si Si Senor', 'Project Frank', 'Indication Spirit']",4.0,0,4.0,0,4.0,0,5.0,0,5.0,0,0.08569654315876596,0.01117780997723039,-0.06863679694947555,4.0,2.0,2.0,0.37652659904781616,0.5646036017387703,0.26787416587225943,0.441105815061964,0.36131013306038895,0.5473080859774822,6.0,5.0,5.0,5.0,6.0,5.0,0.21222185320491516,0.12255064762537371,-0.07397260273972595,5.0,6.0,5.0,0.5775489870474924,0.793091996014613,0.3013698630136987,0.4791780821917808,0.4053254437869822,0.5973372781065087,6.0,6.0,7.0,6.0,5.0,5.0,0.14603596337239644,0.02641878669275921,0.032333051563820714,0.13663157894736844,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,0.0808637418266187,6.0,5.0,1157.2785714285715,-0.2472858121578333,4.0,48440.49428571428,-0.40250052302757555,32.226001607163354,6.0,,6.45,Mdn Stks,Jul,2.0,128.0,75.0,2.0,133.0,76.0,2.0,129.0,76.0,2023-07-01
Malibu Sunrise,13:57,19.0,william_hill,17.0,spr,18.142857142857142,12.5,"[0.1, 0.1]",15.58,13.96,14.885714285714288,10.315,19.0,william_hill,17.0,spr,18.142857142857142,16.0,[0.1],17.2,15.4,16.42857142857143,14.5,11.0,888_sports,10.0,spr,10.142857142857142,10.0,[0.1],10.0,9.1,9.228571428571428,9.1,0,15.10432695,12.085,11.441,18.14,9.5,1000.0,8.0,1141.57,20390.7,3536.96,2,128,Sean Kirrane,T D Easterby,,59,0.2,15.0,6,Turf,7,Good (Good to Soft in places),1115,4,2,"['Si Si Senor', 'Project Frank', 'Indication Spirit']",6.0,0,6.0,0,5.0,0,6.0,0,6.0,0,0.10364683301343569,-0.380038387715931,-0.4382608695652175,6.0,1.0,1.0,0.007677543186180191,0.014686071497120867,-0.0869565217391306,-0.08060618565217392,0.6253869969040249,0.636691774767802,2.0,3.0,2.0,2.0,7.0,6.0,0.40571982549684926,-0.11778962675714977,-0.37241379310344835,7.0,1.0,1.0,0.45419292292777524,0.46430702375181787,0.034482758620689724,0.04167772068965525,0.6483516483516485,0.6598161483516485,5.0,5.0,5.0,4.0,7.0,6.0,0.4431133578007067,0.13300492610837455,0.014128728414442682,0.006955130000000143,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,6.0,0.056288785945284525,5.0,3.0,1157.2785714285715,-0.013573716662860669,6.0,48440.49428571428,-0.579056731342779,16.861979554473226,7.0,,3.45,Mdn Stks,Jul,2.0,128.0,75.0,2.0,133.0,76.0,2.0,129.0,76.0,2023-07-01
Heroic Angel,13:57,13.0,spr,13.0,spr,13.0,16.0,"[0.1, 0.1]",10.72,10.72,10.72,13.15,13.0,spr,13.0,spr,13.0,18.0,[0.1],11.8,11.8,11.8,16.3,19.0,bet_victor,17.0,spr,17.285714285714285,16.0,[0.1],17.2,15.4,15.657142857142857,14.5,0,28.84013924,19.7198,15.8093,29.37,14.25,1000.0,7.2,206.91,11323.88,1948.66,2,128,Jonny Peate,R Fell  S Murray,,67,0.25,21.0,5,Turf,7,Good (Good to Soft in places),1115,4,2,"['Si Si Senor', 'Project Frank', 'Indication Spirit']",5.0,0,5.0,0,7.0,0,7.0,0,7.0,0,0.10074626865671643,0.46055437100213203,0.32687651331719114,5.0,7.0,7.0,0.958955223880597,1.6903114962686563,0.7796610169491525,1.4440795966101692,0.3412408759124088,0.8419796959854016,7.0,7.0,7.0,7.0,5.0,7.0,0.23954372623574138,0.10266159695817478,-0.11042944785276076,6.0,4.0,4.0,0.5969581749049429,1.1931664821292776,0.2883435582822085,0.7693336957055212,0.4482758620689655,0.9889751199999999,7.0,7.0,6.0,7.0,6.0,7.0,-0.18479087452471477,-0.2760736196319018,0.0798029556650246,0.37333996380952383,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,7.0,0.24735440531838848,7.0,7.0,1157.2785714285715,-0.821209858103062,7.0,48440.49428571428,-0.7662311219780522,53.728529312261365,2.0,,3.25,Mdn Stks,Jul,2.0,128.0,75.0,2.0,133.0,76.0,2.0,129.0,76.0,2023-07-01
Etoile Dalexandre,13:57,3.25,william_hill,3.0,spr,3.107142857142857,3.55,"[0.1, 0.1]",2.8225,2.62,2.706785714285714,3.0655,3.25,william_hill,3.0,spr,3.0714285714285716,3.75,[0.1],3.025,2.8,2.8642857142857148,3.475,3.25,william_hill,3.0,spr,3.1785714285714284,3.65,[0.1],3.025,2.8,2.9607142857142854,3.385,0,2.65659129,2.6868,2.8735,3.24,2.54,940.0,2.02,3370.48,154799.15,21361.05,2,128,Zak Wheatley,D Carroll,,4,1.25,2.875,3,Turf,7,Good (Good to Soft in places),1115,4,2,"['Si Si Senor', 'Project Frank', 'Indication Spirit']",1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,0.05818709592294513,0.09381184852882951,0.033665835411470946,1.0,5.0,5.0,0.062145401768043396,-0.018543922417205372,0.0037406483790523026,-0.07251176907730683,-0.02895054282267784,-0.10271946779252095,3.0,2.0,3.0,3.0,2.0,2.0,0.13358342847822535,0.10422443320828556,-0.025899280575539696,2.0,5.0,6.0,-0.06214320665470563,-0.13339054314141252,-0.17266187050359716,-0.2355132978417266,-0.15066469719350073,-0.21518721122599693,2.0,2.0,2.0,2.0,2.0,2.0,-0.11701656686161666,-0.17574511819116123,-0.12534289934585363,-0.07596824695652171,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.06497302940664695,3.0,1.0,1157.2785714285715,1.9124189138310936,1.0,48440.49428571428,2.1956558718611636,44.927924212575064,4.0,,2.0,Mdn Stks,Jul,2.0,128.0,75.0,2.0,133.0,76.0,2.0,129.0,76.0,2023-07-01
Desert Master,13:57,5.5,william_hill,5.0,spr,5.142857142857143,5.3,"[0.1, 0.1]",4.645,4.24,4.355714285714287,4.4830000000000005,5.5,william_hill,5.0,spr,5.142857142857143,5.4,[0.1],5.05,4.6,4.7285714285714295,4.960000000000001,5.0,spr,5.0,spr,5.0,5.7,[0.1],4.6,4.6,4.6,5.23,0,5.54457325,4.9263,5.3194,6.22,4.32,44.0,4.7,1219.34,61198.81,6394.77,2,133,F Norton,J Tate,75.0,227,0.75,5.0,2,Turf,7,Good (Good to Soft in places),1115,4,2,"['Si Si Senor', 'Project Frank', 'Indication Spirit']",2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0.08560183666775978,0.05608396195473886,-0.027190332326284317,3.0,4.0,4.0,0.1479173499508033,0.27294236634962243,0.05740181268882161,0.1725683610271902,0.0869565217391306,0.20534201086956538,4.0,4.0,4.0,4.0,3.0,3.0,0.10640196297122473,0.1666294891813518,0.05443548387096775,1.0,7.0,7.0,0.11532455944679887,0.23679974347535127,0.008064516129032029,0.11785751008064493,-0.04397705544933084,0.06014784894837466,4.0,4.0,4.0,5.0,3.0,3.0,-0.028392976641916978,-0.046658986175115214,-0.12045889101338447,0.10891465,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,-0.07389931195247579,2.0,2.0,1157.2785714285715,0.053627043741783176,2.0,48440.49428571428,0.2633812041436643,49.190111043679366,3.0,,0.75,Mdn Stks,Jul,2.0,128.0,75.0,2.0,133.0,76.0,2.0,129.0,76.0,2023-07-01
Liv My Life,13:57,5.5,william_hill,5.0,spr,5.214285714285714,7.0,"[0.1, 0.1]",4.645,4.24,4.413571428571428,5.86,5.5,william_hill,5.0,spr,5.142857142857143,7.6,[0.1],5.05,4.6,4.7285714285714295,6.9399999999999995,5.5,spr,5.5,spr,5.5,6.0,[0.1],5.05,5.05,5.05,5.5,1,7.04742696,6.0571,5.9115,7.43,5.7,7.2,1.01,894.21,37620.36,17793.3,2,128,S Hitchcott,R Hannon,76.0,426,,6.0,1,Turf,7,Good (Good to Soft in places),1115,4,2,"['Si Si Senor', 'Project Frank', 'Indication Spirit']",3.0,0,2.0,0,3.0,0,3.0,0,3.0,0,0.07137077196957464,0.14419809030587483,0.06797583081570968,2.0,6.0,6.0,0.35944327561094047,0.5967628651885419,0.26888217522658575,0.49039240845921417,0.18811881188118806,0.3955300910891091,5.0,6.0,6.0,6.0,4.0,4.0,0.18430034129692818,-0.061433447098976135,-0.20749279538904897,3.0,2.0,2.0,0.023890784982935065,0.20263258703071663,-0.13544668587896247,0.015479389048991488,0.09090909090909083,0.28135035636363637,3.0,3.0,3.0,3.0,4.0,4.0,-0.24683081423695763,-0.3186496500617536,-0.0818181818181819,0.17457115999999995,0,0,3.4135714285714283,4.7628,3.7285714285714295,5.821199999999999,4.05,4.41,5.9264784208,6.04742696,5.0,3.0,3.0,0.02462995855535821,4.0,4.0,1157.2785714285715,-0.22731654929360134,3.0,48440.49428571428,-0.22336960935812078,41.071057134230216,5.0,,0.0,Mdn Stks,Jul,2.0,128.0,75.0,2.0,133.0,76.0,2.0,129.0,76.0,2023-07-01
Jungle Jim,13:57,19.0,spr,17.0,betfair_sportsbook,18.142857142857142,16.0,"[0.1, 0.1]",15.58,13.96,14.885714285714288,13.15,19.0,spr,17.0,betfair_sportsbook,18.142857142857142,17.5,[0.1],17.2,15.4,16.42857142857143,15.85,17.0,spr,17.0,spr,17.0,15.5,[0.1],15.4,15.4,15.4,14.05,0,8.47235377,8.8469,15.0882,19.87,7.95,1000.0,9.0,397.34,24807.39,3550.59,2,133,Phil Dennis,P D Evans,,,1.0,9.0,4,Turf,7,Good (Good to Soft in places),1115,4,2,"['Si Si Senor', 'Project Frank', 'Indication Spirit']",6.0,0,6.0,0,6.0,0,4.0,0,4.0,0,0.10364683301343569,0.03454894433781175,-0.06260869565217397,6.0,3.0,3.0,-0.39539347408829184,-0.4308399578694818,-0.4521739130434783,-0.48429150965217393,-0.4155844155844156,-0.44984715779220785,1.0,1.0,1.0,1.0,1.0,1.0,0.2053231939163498,0.06844106463878319,-0.11356466876971605,4.0,3.0,3.0,-0.31558935361216733,-0.3557145422053233,-0.43217665615141954,-0.46546663911671926,-0.35943060498220647,-0.3969854967971531,1.0,1.0,1.0,1.0,1.0,1.0,0.1319934818033679,0.03650292924740883,0.09608540925266906,-0.058627358888888925,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,5.0,-0.4136543789186252,1.0,6.0,1157.2785714285715,-0.65666002135552,5.0,48440.49428571428,-0.4878790902983,61.43365883122767,1.0,,3.0,Mdn Stks,Jul,2.0,128.0,75.0,2.0,133.0,76.0,2.0,129.0,76.0,2023-07-01
Post Impressionist,14:05,7.5,spr,7.0,888_sports,7.428571428571429,9.0,[0],7.5,7.0,7.428571428571429,9.0,7.5,spr,7.0,888_sports,7.428571428571429,9.6,[0],7.5,7.0,7.428571428571429,9.6,8.5,bet_victor,8.0,spr,8.214285714285714,9.8,[0],8.5,8.0,8.214285714285714,9.8,0,9.93428161,8.9092,9.4281,12.0,6.2,1000.0,10.5,19098.55,65221.22,7130.61,4,126,Tom Marquand,W J Haggas,95.0,204331,0.5,9.0,14,Allweather,19,Standard / Slow,3576,2,3+,['Second Slip'],3.0,0,3.0,0,3.0,0,5.0,0,5.0,0,0.0,0.10576923076923062,0.10576923076923062,6.0,14.0,15.0,0.21153846153846145,0.3373071398076921,0.21153846153846145,0.3373071398076921,0.09565217391304359,0.2093908046956523,15.0,9.0,15.0,9.0,11.0,5.0,0.06666666666666665,0.08888888888888902,0.02083333333333348,15.0,11.0,9.0,0.0,0.10380906777777765,-0.0625,0.034821001041666744,-0.08163265306122458,0.013702205102040566,17.0,11.0,16.0,8.0,16.0,8.0,-0.17460317460317454,-0.22619047619047616,-0.16180758017492725,0.10380906777777765,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4.0,-0.05503760036486671,13.0,4.0,12281.804736842105,0.5550279791299315,5.0,47782.83052631579,0.36495095166202507,2.4149828128313406,15.0,,8.85,Hcap,Jul,4.0,117.0,86.0,11.0,138.0,107.0,6.0,124.0,93.0,2023-07-01
Matchless,14:05,81.0,bet_victor,67.0,spr,73.0,110.0,[0],81.0,67.0,73.0,110.0,81.0,bet_victor,67.0,spr,73.0,85.0,[0],81.0,67.0,73.0,85.0,51.0,spr,41.0,betfair_sportsbook,49.57142857142857,70.0,[0],51.0,41.0,49.57142857142857,70.0,0,142.64959135,105.6258,92.3478,170.0,70.0,950.0,120.0,1796.28,5460.85,555.97,5,119,G Lee,J Candlish,88.0,025513,1.0,67.0,13,Allweather,19,Standard / Slow,3576,2,3+,['Second Slip'],17.0,0,17.0,0,16.0,0,17.0,0,18.0,0,0.0,-0.32093933463796476,-0.32093933463796476,6.0,1.0,1.0,-0.0821917808219178,0.9541039910958906,-0.0821917808219178,0.9541039910958906,0.35158501440922185,1.877657462391931,6.0,14.0,6.0,14.0,18.0,18.0,-0.2272727272727273,-0.36363636363636365,-0.17647058823529416,5.0,2.0,1.0,-0.3909090909090909,0.2968144668181818,-0.21176470588235297,0.6782304864705884,-0.042857142857142816,1.0378513050000002,8.0,13.0,11.0,17.0,17.0,19.0,-0.3363636363636363,-0.14117647058823535,-0.2918367346938776,1.1290983783582091,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,17.0,0.143782526492239,19.0,16.0,12281.804736842105,-0.8537446215366342,18.0,47782.83052631579,-0.8857152257442659,2.0400884049257355,16.0,,8.35,Hcap,Jul,4.0,117.0,86.0,11.0,138.0,107.0,6.0,124.0,93.0,2023-07-01
Zoffee,14:05,10.0,betfair_sportsbook,9.0,888_sports,9.571428571428571,11.0,[0],10.0,9.0,9.571428571428571,11.0,10.0,betfair_sportsbook,9.0,888_sports,9.571428571428571,11.5,[0],10.0,9.0,9.571428571428571,11.5,9.0,paddy_power,8.0,spr,8.357142857142858,9.6,[0],9.0,8.0,8.357142857142858,9.6,0,16.77443956,10.1711,10.4988,17.5,8.8,1000.0,11.0,23828.68,72200.72,7399.09,7,126,B A Curtis,H Palmer,95.0,373426,1.0,10.0,15,Allweather,19,Standard / Slow,3576,2,3+,['Second Slip'],4.0,0,4.0,0,4.0,0,6.0,0,6.0,0,0.0,-0.12686567164179097,-0.12686567164179097,6.0,6.0,6.0,0.044776119402985204,0.7525533868656717,0.044776119402985204,0.7525533868656717,0.19658119658119655,1.007197896068376,10.0,12.0,10.0,12.0,15.0,16.0,0.045454545454545414,-0.12727272727272732,-0.16521739130434787,13.0,6.0,2.0,-0.09090909090909094,0.524949050909091,-0.13043478260869568,0.4586469182608697,0.04166666666666674,0.7473374541666669,16.0,17.0,13.0,15.0,19.0,18.0,-0.1298701298701299,-0.16770186335403725,-0.1294642857142856,0.6774439560000001,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,5.0,-0.031213091019926087,15.0,2.0,12281.804736842105,0.9401611172436557,4.0,47782.83052631579,0.5110180624447598,2.0299924292910894,17.0,,9.85,Hcap,Jul,4.0,117.0,86.0,11.0,138.0,107.0,6.0,124.0,93.0,2023-07-01
Sir Chauvelin,14:05,51.0,william_hill,41.0,spr,48.142857142857146,130.0,[0],51.0,41.0,48.142857142857146,130.0,51.0,william_hill,41.0,spr,48.142857142857146,160.0,[0],51.0,41.0,48.142857142857146,160.0,67.0,betfair_sportsbook,51.0,spr,55.57142857142857,180.0,[0],67.0,51.0,55.57142857142857,180.0,0,189.75060146,106.9193,158.8711,230.0,65.0,1000.0,50.0,1066.71,7600.19,1013.71,11,119,William Pyle,J S Goldie,88.0,700830,0.2,51.0,8,Allweather,19,Standard / Slow,3576,2,3+,['Second Slip'],16.0,0,16.0,0,17.0,0,19.0,0,17.0,0,0.0,0.15430267062314518,0.15430267062314518,6.0,16.0,16.0,0.059347181008901906,2.9414071519881304,0.059347181008901906,2.9414071519881304,-0.08226221079691509,2.4145352447814914,11.0,19.0,11.0,19.0,4.0,19.0,0.23076923076923084,0.3846153846153846,0.125,19.0,19.0,13.0,-0.6076923076923078,0.45962001123076934,-0.68125,0.18594125912500004,-0.7166666666666667,0.05417000811111117,2.0,16.0,1.0,10.0,2.0,9.0,-0.6296703296703297,-0.6991071428571428,-0.6912698412698413,2.720600028627451,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,18.0,-0.3270059815787768,3.0,18.0,12281.804736842105,-0.9131471291999818,17.0,47782.83052631579,-0.8409430769109777,6.1248886763975205,3.0,,4.1,Hcap,Jul,4.0,117.0,86.0,11.0,138.0,107.0,6.0,124.0,93.0,2023-07-01
Rajinsky,14:05,23.0,bet_victor,19.0,william_hill,21.0,29.0,[0],23.0,19.0,21.0,29.0,23.0,bet_victor,19.0,william_hill,21.0,29.0,[0],23.0,19.0,21.0,29.0,26.0,bet_victor,23.0,spr,24.285714285714285,34.0,[0],26.0,23.0,24.285714285714285,34.0,0,42.0,30.4923,31.6492,42.0,18.5,1000.0,26.0,4001.37,14851.69,2212.73,7,138,Connor Planas,H Palmer,107.0,419165,8.0,26.0,17,Allweather,19,Standard / Slow,3576,2,3+,['Second Slip'],10.0,0,10.0,0,12.0,0,14.0,0,11.0,0,0.0,0.15646258503401356,0.15646258503401356,6.0,17.0,17.0,0.23809523809523814,1.0,0.23809523809523814,1.0,0.07058823529411762,0.7294117647058824,16.0,15.0,16.0,15.0,9.0,11.0,0.0,0.17241379310344818,0.17241379310344818,7.0,14.0,14.0,-0.10344827586206895,0.4482758620689655,-0.10344827586206895,0.4482758620689655,-0.23529411764705888,0.23529411764705888,14.0,15.0,14.0,14.0,9.0,13.0,-0.27586206896551724,-0.27586206896551724,-0.2857142857142857,0.6153846153846154,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,12.0,-0.036553846542724644,14.0,11.0,12281.804736842105,-0.674203418330128,15.0,47782.83052631579,-0.6891835448755883,2.7116512594436406,14.0,,19.6,Hcap,Jul,4.0,117.0,86.0,11.0,138.0,107.0,6.0,124.0,93.0,2023-07-01
Law Of The Sea,14:05,11.0,888_sports,9.0,betfair_sportsbook,9.857142857142858,14.5,[0],11.0,9.0,9.857142857142858,14.5,10.0,spr,9.0,betfair_sportsbook,9.714285714285714,14.5,[0],10.0,9.0,9.714285714285714,14.5,11.0,william_hill,9.0,betfair_sportsbook,10.142857142857142,15.0,[0],11.0,9.0,10.142857142857142,15.0,0,20.15013376,14.6707,14.5984,23.0,12.5,990.0,12.5,10194.84,38524.01,3943.6,5,123,R Kingscote,Ian Williams,92.0,300424,11.0,13.0,18,Allweather,19,Standard / Slow,3576,2,3+,['Second Slip'],6.0,0,5.0,0,6.0,0,8.0,0,7.0,0,-0.014492753623188581,0.02898550724637672,0.044117647058823595,3.0,11.0,10.0,0.3188405797101448,1.0442164684057968,0.3382352941176472,1.074278475294118,0.2816901408450705,0.986632905915493,17.0,16.0,17.0,16.0,17.0,15.0,0.0,0.034482758620689724,0.034482758620689724,7.0,10.0,10.0,-0.10344827586206895,0.38966439724137936,-0.10344827586206895,0.38966439724137936,-0.1333333333333333,0.34334225066666657,14.0,14.0,14.0,13.0,14.0,15.0,-0.3201970443349753,-0.3300492610837439,-0.3238095238095239,0.5500102892307692,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,7.0,0.004952597544936488,16.0,8.0,12281.804736842105,-0.16992329560343622,7.0,47782.83052631579,-0.19376877477395582,2.7787753412510643,13.0,,30.6,Hcap,Jul,4.0,117.0,86.0,11.0,138.0,107.0,6.0,124.0,93.0,2023-07-01
